Feature ID	Taxon
2693550	d__Viruses;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__containing s__Marine virus AFVG_250M386;f__containing s__Marine virus AFVG_250M386;g__containing s__Marine virus AFVG_250M386;s__Marine virus AFVG_250M386
2693575	d__Viruses;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__containing s__Marine virus AFVG_250M408;f__containing s__Marine virus AFVG_250M408;g__containing s__Marine virus AFVG_250M408;s__Marine virus AFVG_250M408
2693642	d__Viruses;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__containing s__Marine virus AFVG_250M469;f__containing s__Marine virus AFVG_250M469;g__containing s__Marine virus AFVG_250M469;s__Marine virus AFVG_250M469
2693784	d__Viruses;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__containing s__Marine virus AFVG_250M597;f__containing s__Marine virus AFVG_250M597;g__containing s__Marine virus AFVG_250M597;s__Marine virus AFVG_250M597
2693868	d__Viruses;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__containing f__Autographiviridae;f__Autographiviridae;g__containing s__Marine virus AFVG_250M672;s__Marine virus AFVG_250M672
2693956	d__Viruses;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__containing s__Marine virus AFVG_250M751;f__containing s__Marine virus AFVG_250M751;g__containing s__Marine virus AFVG_250M751;s__Marine virus AFVG_250M751
2694022	d__Viruses;k__containing s__Marine virus AFVG_250M810;p__containing s__Marine virus AFVG_250M810;c__containing s__Marine virus AFVG_250M810;o__containing s__Marine virus AFVG_250M810;f__containing s__Marine virus AFVG_250M810;g__containing s__Marine virus AFVG_250M810;s__Marine virus AFVG_250M810
2694064	d__Viruses;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__containing s__Marine virus AFVG_250M849;f__containing s__Marine virus AFVG_250M849;g__containing s__Marine virus AFVG_250M849;s__Marine virus AFVG_250M849
2694096	d__Viruses;k__containing s__Marine virus AFVG_250M878;p__containing s__Marine virus AFVG_250M878;c__containing s__Marine virus AFVG_250M878;o__containing s__Marine virus AFVG_250M878;f__containing s__Marine virus AFVG_250M878;g__containing s__Marine virus AFVG_250M878;s__Marine virus AFVG_250M878
2694131	d__Viruses;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__containing s__Marine virus AFVG_250M909;f__containing s__Marine virus AFVG_250M909;g__containing s__Marine virus AFVG_250M909;s__Marine virus AFVG_250M909
2694199	d__Viruses;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__containing s__Marine virus AFVG_250M970;f__containing s__Marine virus AFVG_250M970;g__containing s__Marine virus AFVG_250M970;s__Marine virus AFVG_250M970
2694231	d__Viruses;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__containing s__Marine virus AFVG_25M1;f__containing s__Marine virus AFVG_25M1;g__containing s__Marine virus AFVG_25M1;s__Marine virus AFVG_25M1
2694270	d__Viruses;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__containing s__Marine virus AFVG_25M134;f__containing s__Marine virus AFVG_25M134;g__containing s__Marine virus AFVG_25M134;s__Marine virus AFVG_25M134
2694469	d__Viruses;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__containing s__Marine virus AFVG_25M311;f__containing s__Marine virus AFVG_25M311;g__containing s__Marine virus AFVG_25M311;s__Marine virus AFVG_25M311
2694509	d__Viruses;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__containing s__Marine virus AFVG_25M348;f__containing s__Marine virus AFVG_25M348;g__containing s__Marine virus AFVG_25M348;s__Marine virus AFVG_25M348
2694562	d__Viruses;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__containing f__Autographiviridae;f__Autographiviridae;g__containing s__Marine virus AFVG_25M396;s__Marine virus AFVG_25M396
2694789	d__Viruses;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__containing s__Marine virus AFVG_25M90;f__containing s__Marine virus AFVG_25M90;g__containing s__Marine virus AFVG_25M90;s__Marine virus AFVG_25M90
2694929	d__Bacteria;k__Bacteria;p__Bacteroidota;c__Cytophagia;o__Cytophagales;f__Hymenobacteraceae;g__Pontibacter;s__Pontibacter russatus
2694930	d__Bacteria;k__Bacteria;p__Bacteroidota;c__Cytophagia;o__Cytophagales;f__Hymenobacteraceae;g__Pontibacter;s__Pontibacter pudoricolor
2695266	d__Bacteria;k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp. HM190
2695837	d__Viruses;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__containing g__Felixounavirus;f__containing g__Felixounavirus;g__Felixounavirus;s__Escherichia phage VpaE1_ev108
2695838	d__Viruses;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__containing g__Felixounavirus;f__containing g__Felixounavirus;g__Felixounavirus;s__Escherichia phage VpaE1_ev78
2695882	d__Bacteria;k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp. 3B(2020)
2696055	d__Eukaryota;k__Metazoa;p__Arthropoda;c__Insecta;o__Hymenoptera;f__Apidae;g__Lepidotrigona;s__Lepidotrigona flavibasis
2696063	d__Bacteria;k__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerocolumna;s__Anaerocolumna sedimenticola
269649	d__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Rodentia;f__Cricetidae;g__Chionomys;s__Chionomys nivalis
2696560	d__Bacteria;k__Bacteria;p__Bacteroidota;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Aquirufa;s__Aquirufa lenticrescens
2696576	d__Eukaryota;k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Taiwanofungaceae;g__Taiwanofungus;s__Taiwanofungus camphoratus
269660	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Methylobacteriaceae;g__Methylobacterium;s__Methylobacterium brachiatum
2696672	d__Eukaryota;k__Metazoa;p__Chordata;c__Aves;o__Apterygiformes;f__Apterygidae;g__Apteryx;s__Apteryx mantelli
269673	d__Bacteria;k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Sporolactobacillaceae;g__Sporolactobacillus;s__Sporolactobacillus terrae
269677	d__Bacteria;k__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Pseudobdellovibrionaceae;g__containing s__uncultured Pseudobdellovibrionaceae bacterium;s__uncultured Pseudobdellovibrionaceae bacterium
2697010	d__Bacteria;k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella;s__Winogradskyella helgolandensis
2697019	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Proteus;s__Proteus sp. ZN5
2697027	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Bruguierivoracaceae;g__Sodalis;s__Sodalis ligni
2697030	d__Bacteria;k__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Aminipila;s__Aminipila terrae
2697032	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__containing g__Xylophilus;g__Xylophilus;s__Xylophilus rhododendri
2697033	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Aristophania;s__Aristophania vespae
2697043	d__Bacteria;k__Bacteria;p__Kiritimatiellota;c__Tichowtungiia;o__Tichowtungiales;f__Tichowtungiaceae;g__Tichowtungia;s__Tichowtungia aerotolerans
2697363	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Acidocella;s__Acidocella sp. MX-AZ03
2697370	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter sp. LUTT5
2697371	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella sp. MPUS7
2697563	d__Bacteria;k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Brevibacteriaceae;g__Brevibacterium;s__Brevibacterium atlanticum
2697565	d__Bacteria;k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Brevibacteriaceae;g__Brevibacterium;s__Brevibacterium limosum
2697569	d__Bacteria;k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Pseudarthrobacter;s__Pseudarthrobacter psychrotolerans
2698248	d__Bacteria;k__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Parachlamydiales;f__Simkaniaceae;g__containing s__Simkaniaceae bacterium;s__Simkaniaceae bacterium
2698458	d__Bacteria;k__Bacteria;p__Bacteroidota;c__Cytophagia;o__Cytophagales;f__Hymenobacteraceae;g__Nibribacter;s__Nibribacter ruber
2698648	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Rickettsia;s__Rickettsia endosymbiont of Cimex lectularius
2698672	d__Bacteria;k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Allomuricauda;s__Allomuricauda oceani
2698673	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__Novosphingobium decolorationis
2698679	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas changnyeongensis
2698682	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter;s__Lysobacter oculi
2698684	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Nevskiales;f__Nevskiaceae;g__Sinimarinibacterium;s__Sinimarinibacterium sp. NLF-5-8
2698686	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae;g__Shewanella;s__Shewanella sp. Arc9-LZ
2698828	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas lacunae
2699227	d__Eukaryota;k__Metazoa;p__Arthropoda;c__Insecta;o__Diptera;f__Syrphidae;g__Platycheirus;s__Platycheirus aff. harrisi ZFMK AHE266
2699395	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Methylocystaceae;g__Methylosinus;s__Methylosinus sp. C49
2699430	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Caldichromatium;s__Caldichromatium japonicum
2699836	d__Bacteria;k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus roterodami
2700081	d__Bacteria;k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Virgibacillus;s__Virgibacillus sp. MSP4-1
2702	d__Bacteria;k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Gardnerella;s__Gardnerella vaginalis
270351	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Methylobacteriaceae;g__Methylobacterium;s__Methylobacterium aquaticum
2703787	d__Bacteria;k__Bacteria;p__Bacteroidota;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Chitinophaga;s__Chitinophaga agri
2703788	d__Bacteria;k__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Edaphobacter;s__Edaphobacter sp. 12200R-103
2703789	d__Bacteria;k__Bacteria;p__Bacteroidota;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__Mucilaginibacter sp. 14171R-50
2703793	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Serratia;s__Serratia bockelmannii
2703885	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Rahnella;s__Rahnella aceris
2704115	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Agarivorans;s__Agarivorans sp. YJW074
2704116	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Agarivorans;s__Agarivorans sp. YJW194
2704140	d__Bacteria;k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium bizetiae
2704462	d__Bacteria;k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus lycopersici
2704463	d__Bacteria;k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus rhizovicinus
2704465	d__Bacteria;k__Bacteria;p__Bacteroidota;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Rhodocytophaga;s__Rhodocytophaga rosea
2704467	d__Bacteria;k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Cellulomonadaceae;g__Cellulomonas;s__Cellulomonas sp. H30R-01
2704468	d__Bacteria;k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptacidiphilus;s__Streptacidiphilus sp. P02-A3a
2704616	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__Anaplasmataceae;g__containing s__Anaplasmataceae bacterium AB001_6;s__Anaplasmataceae bacterium AB001_6
2704653	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Orbales;f__Orbaceae;g__Gilliamella;s__Gilliamella sp. ESL0405
2704654	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Orbales;f__Orbaceae;g__Gilliamella;s__Gilliamella sp. ESL0441
2704655	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Orbales;f__Orbaceae;g__Gilliamella;s__Gilliamella sp. ESL0443
270466	d__Eukaryota;k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Nymphalidae;g__Limenitis;s__Limenitis camilla
2704660	d__Eukaryota;k__Viridiplantae;p__Chlorophyta;c__Trebouxiophyceae;o__Watanabeales;f__containing g__Watanabea;g__Watanabea;s__Watanabea sichuanensis
2704661	d__Eukaryota;k__Viridiplantae;p__Chlorophyta;c__Trebouxiophyceae;o__Watanabeales;f__containing g__Polulichloris;g__Polulichloris;s__Polulichloris maxima
2705012	d__Bacteria;k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptacidiphilus;s__Streptacidiphilus sp. PB12-B1b
270530	d__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Syngnathiformes;f__Callionymidae;g__Synchiropus;s__Synchiropus splendidus
2705439	d__Bacteria;k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp. S4.7
2705458	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter sp. SES19
2705471	d__Bacteria;k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Christiangramia;s__Gramella sp. MT6
2705472	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas sp. MTM4
2705473	d__Bacteria;k__Bacteria;p__Bacteroidota;c__Cytophagia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__Algoriphagus sp. NBT04N3
2705533	d__Bacteria;k__Bacteria;p__Nitrospinota;c__Nitrospinia;o__Nitrospinales;f__Nitrospinaceae;g__Candidatus Nitronauta;s__Candidatus Nitronauta litoralis
2705534	d__Bacteria;k__Bacteria;p__Nitrospinota;c__Nitrospinia;o__Nitrospinales;f__Nitrospinaceae;g__Candidatus Nitrohelix;s__Candidatus Nitrohelix vancouverensis
2706014	d__Bacteria;k__Bacteria;p__Campylobacterota;c__Epsilonproteobacteria;o__Nautiliales;f__Nitratiruptoraceae;g__Nitrosophilus;s__Nitrosophilus labii
2706126	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas sp. OIL-1
270643	d__Eukaryota;k__Viridiplantae;p__Chlorophyta;c__Chlorodendrophyceae;o__Chlorodendrales;f__Chlorodendraceae;g__Tetraselmis;s__Tetraselmis suecica
2706523	d__Viruses;k__Shotokuvirae;p__Cressdnaviricota;c__Repensiviricetes;o__Geplafuvirales;f__Geminiviridae;g__Opunvirus;s__Opuntia virus 1
2706887	d__Bacteria;k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Marinilabiliales;f__Prolixibacteraceae;g__Draconibacterium;s__Draconibacterium halophilum
2707005	d__Bacteria;k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus lutimineralis
2707174	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter sp. T2
2707299	d__Bacteria;k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia hattorii
2707344	d__Bacteria;k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiales Family XVII. Incertae Sedis;g__Candidatus Hydrogenisulfobacillus;s__Candidatus Hydrogenisulfobacillus filiaventi
2707525	d__Bacteria;k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Sulfuriroseicoccus;s__Sulfuriroseicoccus oceanibius
2708020	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella;s__Legionella antarctica
2708052	d__Bacteria;k__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Romboutsia;s__Romboutsia sp. 13154
2708053	d__Bacteria;k__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Romboutsia;s__Romboutsia sp. 13368
2708054	d__Bacteria;k__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Romboutsia;s__Romboutsia sp. 13432
2708079	d__Bacteria;k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium fandaimingii
2708082	d__Bacteria;k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae;g__Mumia;s__Mumia sp. ZJ1417
2708084	d__Bacteria;k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__Salinibacterium;s__Salinibacterium sp. ZJ70
2708110	d__Bacteria;k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Mesoflavibacter;s__Mesoflavibacter profundi
2708117	d__Bacteria;k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__Capnocytophaga endodontalis
2708301	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Cellvibrionales;f__Halieaceae;g__Kineobactrum;s__Kineobactrum salinum
2708338	d__Bacteria;k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__Salinibacterium;s__Salinibacterium sp. ZJ450
2708340	d__Bacteria;k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces sp. zg-332
2708346	d__Bacteria;k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Jeotgalicoccus;s__Jeotgalicoccus sp. WY2
2708350	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter sp. WY6
2708539	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__Caulobacter soli
270918	d__Bacteria;k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Salegentibacter;s__Salegentibacter mishustinae
2709302	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia;s__Massilia sp. Dwa41.01b
2709316	d__Viruses;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__containing s__Parabacteroides phage PDS1;f__containing s__Parabacteroides phage PDS1;g__containing s__Parabacteroides phage PDS1;s__Parabacteroides phage PDS1
2709380	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Xanthobacteraceae;g__Starkeya;s__Starkeya sp. ORNL1
2709390	d__Bacteria;k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. ZJ-18
2709392	d__Bacteria;k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium qintianiae
2709394	d__Bacteria;k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium lizhenjunii
2709396	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__Neisseria yangbaofengii
2709403	d__Bacteria;k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Schaalia;s__Schaalia sp. ZJ405
2709410	d__Bacteria;k__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Chordicoccus;s__Chordicoccus furentiruminis
2709694	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Parasphingorhabdus;s__uncultured Parasphingorhabdus sp.
2709784	d__Bacteria;k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus sp. KH172YL63
271	d__Bacteria;k__Bacteria;p__Deinococcota;c__Deinococci;o__Thermales;f__Thermaceae;g__Thermus;s__Thermus aquaticus
271030	d__Eukaryota;k__Metazoa;p__Mollusca;c__Gastropoda;o__containing f__Planorbidae;f__Planorbidae;g__Anisus;s__Anisus vortex
2710496	d__Viruses;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__containing s__Bacteroides phage DAC16;f__containing s__Bacteroides phage DAC16;g__containing s__Bacteroides phage DAC16;s__Bacteroides phage DAC16
2710596	d__Bacteria;k__Bacteria;p__Bacteroidota;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Spirosoma;s__Spirosoma foliorum
271065	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylotuvimicrobium;s__Methylotuvimicrobium alcaliphilum
2710756	d__Bacteria;k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces bathyalis
2710758	d__Bacteria;k__Bacteria;p__Chloroflexota;c__Candidatus Thermofonsia;o__Phototrophicales;f__Phototrophicaceae;g__Phototrophicus;s__Phototrophicus methaneseepsis
2710759	d__Bacteria;k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp. ZB199
271097	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae;g__Shewanella;s__Shewanella sediminis
271098	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae;g__Shewanella;s__Shewanella halifaxensis
2711	d__Eukaryota;k__Viridiplantae;p__Streptophyta;c__Magnoliopsida;o__Sapindales;f__Rutaceae;g__Citrus;s__Citrus sinensis
2711156	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Rhizorhabdus;s__Rhizorhabdus phycosphaerae
2711215	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingosinithalassobacter;s__Sphingosinithalassobacter tenebrarum
2711221	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrio ziniensis
2711231	d__Bacteria;k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Roseimicrobium;s__Roseimicrobium sp. ORNL1
271129	d__Eukaryota;k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Exobasidiales;f__Exobasidiaceae;g__Exobasidium;s__Exobasidium cylindrosporum
2711328	d__Bacteria;k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Kocuria;s__Kocuria sp. TGY1127_2
2711329	d__Bacteria;k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Kocuria;s__Kocuria sp. TGY1120_3
2712222	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__containing g__Nordella;g__Nordella;s__Nordella sp. HKS 07
2712223	d__Bacteria;k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__Nocardioides anomalus
2712698	d__Bacteria;k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Phyllobacteriaceae;g__Salaquimonas;s__Salaquimonas pukyongi
2712820	d__Bacteria;k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Blattabacteriaceae;g__Blattabacterium;s__Blattabacterium sp. (Panchlora nivea)
